time_first,time_last,initiator,src_ip,dst_ip,src_port,dst_port,l4_proto,duration,pkts_aggr,bytes_aggr,mean_Bpp,mean_pps,mean_Bps,pkts_ab,pkts_ba,bytes_ab,bytes_ba,mean_Bpp_ab,mean_Bpp_ba,mean_pps_ab,mean_pps_ba,mean_Bps_ab,mean_Bps_ba,mean_pkts_asm,mean_bytes_asm,tcp_flags_aggr,tcp_flags_ab,tcp_flags_ba,dga,p_type,p_name,doh_method,doh_server,file_name
1753153960.014429,1753153965.098045,A,10.0.2.100,94.140.14.14,53088,443,6,5.083616018295288,62,7599,122.56451612903226,12.196043087611235,1494.8021197218995,32,30,2607,4992,81.46875,166.4,6.294731916186444,5.9013111714247914,512.8239407968143,981.9781789250853,0.4838709677419355,0.6569285432293723,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_2,h2dnspython,GET,adguard,pitou_1_adguard_h2dnspython_2
1753153970.235982,1753153971.988187,A,10.0.2.100,94.140.15.15,47242,443,6,1.7522051334381104,38,5274,138.78947368421052,21.686958492946452,3009.9215550473577,20,18,1526,3748,76.3,208.22222222222223,11.414188680498134,10.27276981244832,870.9025963220075,2139.0189587253503,0.47368421052631576,0.7106560485400076,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_2,h2dnspython,GET,adguard,pitou_1_adguard_h2dnspython_2
1753153977.124345,1753153981.373381,A,10.0.2.100,94.140.14.14,44466,443,6,4.249035835266113,55,6943,126.23636363636363,12.944113001710045,1634.0177558340517,28,27,2245,4698,80.17857142857143,174.0,6.589730255416023,6.354382746294022,528.3551579788918,1105.66259785516,0.4909090909090909,0.6766527437707043,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_2,h2dnspython,GET,adguard,pitou_1_adguard_h2dnspython_2
1753153986.504281,1753153995.216049,A,10.0.2.100,94.140.15.15,58516,443,6,8.71176791191101,102,11710,114.80392156862744,11.708300890401626,1344.1588571235593,52,50,4453,7257,85.63461538461539,145.14,5.968937708832201,5.739363181569424,511.14768495057297,833.0111721729862,0.49019607843137253,0.6197267292912041,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_2,h2dnspython,GET,adguard,pitou_1_adguard_h2dnspython_2
1753154000.374693,1753154010.275194,A,10.0.2.100,94.140.15.15,58896,443,6,9.900501012802124,118,13316,112.84745762711864,11.9185887509548,1344.9824390484248,60,58,5177,8139,86.28333333333333,140.32758620689654,6.060299364892272,5.858289386062529,522.9028302007881,822.0796088476366,0.4915254237288136,0.6112195854610994,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_2,h2dnspython,GET,adguard,pitou_1_adguard_h2dnspython_2
1753154036.604521,1753154037.615283,A,10.0.2.100,94.140.14.14,48642,443,6,1.0107619762420654,26,4064,156.30769230769232,25.723167878421766,4020.7290099194634,14,12,983,3081,70.21428571428571,256.75,13.850936549919412,11.872231328502354,972.5336163264844,3048.195393592979,0.46153846153846156,0.7581200787401575,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154040.781728,1753154041.159543,A,10.0.2.100,94.140.14.14,48646,443,6,0.37781500816345215,26,4045,155.57692307692307,68.8167474510482,10706.297824595767,14,12,981,3064,70.07142857142857,255.33333333333334,37.05517170441057,31.76157574663763,2596.5088172876262,8109.789007308142,0.46153846153846156,0.757478368355995,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154044.320774,1753154045.463489,A,10.0.2.100,94.140.14.14,48650,443,6,1.1427149772644043,26,4064,156.30769230769232,22.752830335909785,3556.442403274514,14,12,983,3081,70.21428571428571,256.75,12.251524027028347,10.50130630888144,860.2320084692046,2696.2103948053095,0.46153846153846156,0.7581200787401575,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154048.615104,1753154048.993811,A,10.0.2.100,94.140.14.14,60382,443,6,0.3787069320678711,26,4046,155.6153846153846,68.65467145803481,10683.723104584957,14,12,981,3065,70.07142857142857,255.41666666666666,36.9679000158649,31.686771442169917,2590.3935653973904,8093.329539187566,0.46153846153846156,0.7575383094414236,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154052.119115,1753154052.788914,A,10.0.2.100,94.140.14.14,60398,443,6,0.6697988510131836,25,4062,162.48,37.32463852719856,6064.507267899222,13,12,981,3081,75.46153846153847,256.75,19.40881203414325,17.91582649305531,1464.6188158072714,4599.88845209195,0.48,0.758493353028065,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154055.919335,1753154056.317548,A,10.0.2.100,94.140.14.14,46112,443,6,0.39821314811706543,25,4080,163.2,62.78044840611486,10245.769179877945,13,12,980,3100,75.38461538461539,258.3333333333333,32.645833171179724,30.134615234935133,2460.9935775197023,7784.775602358242,0.48,0.7598039215686274,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154059.48434,1753154060.233236,A,10.0.2.100,94.140.15.15,42582,443,6,0.7488961219787598,26,4045,155.57692307692307,34.71776557114742,5401.2831436650495,14,12,979,3066,69.92857142857143,255.5,18.694181461387068,16.023584109760346,1307.2574036212816,4094.025740043768,0.46153846153846156,0.7579728059332509,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154063.371644,1753154063.91944,A,10.0.2.100,94.140.14.14,46114,443,6,0.5477960109710693,26,4064,156.30769230769232,47.46292320367615,7418.81999614384,14,12,983,3081,70.21428571428571,256.75,25.55695864813331,21.905964555542838,1794.4635965082175,5624.356399635623,0.46153846153846156,0.7581200787401575,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154067.091588,1753154067.890464,A,10.0.2.100,94.140.14.14,57916,443,6,0.7988760471343994,26,4069,156.5,32.54572482585133,5093.405935245733,14,12,983,3086,70.21428571428571,257.1666666666667,17.524621060073795,15.021103765777537,1230.4787501466099,3862.927185099123,0.46153846153846156,0.758417301548292,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154071.031338,1753154072.041119,A,10.0.2.100,94.140.15.15,37646,443,6,1.0097811222076416,26,4084,157.07692307692307,25.748154157563675,4044.4408299803863,13,13,981,3103,75.46153846153847,238.69230769230768,12.874077078781838,12.874077078781838,971.4976626373063,3072.94316734308,0.5,0.759794319294809,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154075.206202,1753154075.583006,A,10.0.2.100,94.140.14.14,47398,443,6,0.3768038749694824,25,4061,162.44,66.34751301860886,10777.490014742823,13,12,981,3080,75.46153846153847,256.6666666666667,34.500706769676604,31.846806248932253,2603.476410850212,8174.013603892611,0.48,0.7584338832799803,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154078.747846,1753154079.60746,A,10.0.2.100,94.140.15.15,46430,443,6,0.8596141338348389,25,4062,162.48,29.082816366073562,4725.376003159632,13,12,983,3079,75.61538461538461,256.5833333333333,15.123064510358251,13.959751855715309,1143.5363395140123,3581.8396636456196,0.48,0.758000984736583,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154082.745078,1753154083.09506,A,10.0.2.100,94.140.15.15,46446,443,6,0.34998202323913574,25,4047,161.88,71.43224034372187,11563.451066841697,13,12,981,3066,75.46153846153847,255.5,37.144764978735374,34.2874753649865,2803.0011110876467,8760.449955754051,0.48,0.7575982209043736,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154086.259773,1753154086.606451,A,10.0.2.100,94.140.15.15,45778,443,6,0.3466780185699463,25,4061,162.44,72.11302321135183,11714.039490451993,13,12,981,3080,75.46153846153847,256.6666666666667,37.498772069902955,34.61425114144888,2829.715030813446,8884.324459638547,0.48,0.7584338832799803,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154089.741886,1753154090.086376,A,10.0.2.100,94.140.15.15,45792,443,6,0.34449005126953125,25,4047,161.88,72.57103625451244,11747.799348880473,13,12,981,3066,75.46153846153847,255.5,37.73693885234647,34.834097402165966,2847.687462627068,8900.111886253406,0.48,0.7575982209043736,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154093.248847,1753154093.79605,A,10.0.2.100,94.140.15.15,45794,443,6,0.5472030639648438,25,4062,162.48,45.686878686056076,7423.204048910391,13,12,981,3081,75.46153846153847,256.75,23.75717691674916,21.929701769306917,1792.7531196408404,5630.450929269551,0.48,0.758493353028065,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154096.934992,1753154098.272368,A,10.0.2.100,94.140.14.14,58658,443,6,1.3373758792877197,26,4046,155.6153846153846,19.441056476842906,3025.327480973323,14,12,981,3065,70.07142857142857,255.41666666666666,10.468261179838487,8.972795297004419,733.5260155301112,2291.801465443212,0.46153846153846156,0.7575383094414236,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154101.396203,1753154101.732777,A,10.0.2.100,94.140.14.14,58672,443,6,0.33657407760620117,25,4047,161.88,74.27785341582525,12024.09891095379,13,12,983,3064,75.61538461538461,255.33333333333334,38.62448377622913,35.653369639596114,2920.6051963102486,9103.493714643542,0.48,0.7571040276748209,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154104.901983,1753154106.212045,A,10.0.2.100,94.140.14.14,54904,443,6,1.3100619316101074,27,4068,150.66666666666666,20.60971267733591,3105.1967100519437,14,13,981,3087,70.07142857142857,237.46153846153845,10.686517684544546,9.923194992791364,748.8195606098714,2356.377149442072,0.48148148148148145,0.7588495575221239,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154109.343535,1753154109.76488,A,10.0.2.100,94.140.14.14,54914,443,6,0.4213449954986572,26,4070,156.53846153846155,61.70715275549738,9659.542758264399,13,13,983,3087,75.61538461538461,237.46153846153845,30.85357637774869,30.85357637774869,2333.0050445636125,7326.537713700785,0.5,0.7584766584766585,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154112.892897,1753154114.038276,A,10.0.2.100,94.140.14.14,54928,443,6,1.1453790664672852,26,4047,155.65384615384616,22.699908494217816,3533.3280644653655,14,12,982,3065,70.14285714285714,255.41666666666666,12.223027650732671,10.476880843485146,857.3580823585345,2675.969982106831,0.46153846153846156,0.7573511242895973,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154117.177922,1753154117.557348,A,10.0.2.100,94.140.14.14,42792,443,6,0.3794260025024414,25,4046,161.84,65.88900031921017,10663.475811660974,13,12,982,3064,75.53846153846153,255.33333333333334,34.26228016598929,31.62672015322088,2588.1199325385755,8075.355879122399,0.48,0.7572911517548195,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154120.67865,1753154121.175044,A,10.0.2.100,94.140.14.14,42800,443,6,0.49639415740966797,26,4062,156.23076923076923,52.377731711581205,8183.013315863187,14,12,983,3079,70.21428571428571,256.5833333333333,28.203393998543728,24.17433771303748,1980.2811643263203,6202.732151536867,0.46153846153846156,0.758000984736583,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154124.308362,1753154125.30682,A,10.0.2.100,94.140.14.14,42816,443,6,0.9984579086303711,26,4049,155.73076923076923,26.040156300294473,4055.2535715343197,14,12,983,3066,70.21428571428571,255.5,14.021622623235485,12.018533677058986,984.5182170457487,3070.7353544885714,0.46153846153846156,0.7572240059273895,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154128.442271,1753154129.28304,A,10.0.2.100,94.140.15.15,43722,443,6,0.8407690525054932,25,4063,162.52,29.73468151033861,4832.480439060231,13,12,981,3082,75.46153846153847,256.8333333333333,15.462034385376077,14.272647124962534,1166.788902465687,3665.691536594544,0.48,0.7585527935023382,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154132.447266,1753154132.825855,A,10.0.2.100,94.140.15.15,43724,443,6,0.3785889148712158,25,4047,161.88,66.03468569201036,10689.694919822636,13,12,981,3066,75.46153846153847,255.5,34.338036559845385,31.696649132164968,2591.2010665544863,8098.493853268149,0.48,0.7575982209043736,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154135.956944,1753154136.364385,A,10.0.2.100,94.140.15.15,51700,443,6,0.4074409008026123,27,4080,151.11111111111111,66.26727936938354,10013.72221581796,14,13,979,3101,69.92857142857143,238.53846153846155,34.36081152486555,31.906467844518005,2402.8024630602404,7610.919752757718,0.48148148148148145,0.7600490196078431,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154139.52985,1753154140.619265,A,10.0.2.100,94.140.15.15,51714,443,6,1.0894150733947754,26,4107,157.96153846153845,23.866018228461105,3769.9129563188367,13,13,981,3126,75.46153846153847,240.46153846153845,11.933009114230552,11.933009114230552,900.4832262353978,2869.4297300834387,0.5,0.7611395178962747,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154143.758638,1753154144.143392,A,10.0.2.100,94.140.14.14,51126,443,6,0.3847541809082031,26,4084,157.07692307692307,67.57561396377193,10614.56951646325,14,12,981,3103,70.07142857142857,258.5833333333333,36.38686905741565,31.188744906356273,2549.6798960946253,8064.889620368626,0.46153846153846156,0.759794319294809,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154147.31623,1753154148.711963,A,10.0.2.100,94.140.14.14,59760,443,6,1.3957328796386719,26,4062,156.23076923076923,18.628206284522648,2910.2989972204227,14,12,981,3081,70.07142857142857,256.75,10.030572614742963,8.597633669779684,702.8565525044892,2207.4424447159336,0.46153846153846156,0.758493353028065,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154151.880528,1753154152.223758,A,10.0.2.100,94.140.14.14,59770,443,6,0.3432300090789795,25,4062,162.48,72.83745400667263,11834.62952700417,13,12,982,3080,75.53846153846153,256.6666666666667,37.87547608346977,34.961977923202866,2861.055193382101,8973.57433362207,0.48,0.758247168882324,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154155.393521,1753154156.395305,A,10.0.2.100,94.140.14.14,39862,443,6,1.001783847808838,26,4069,156.5,25.953702544584612,4061.754448227492,14,12,982,3087,70.14285714285714,257.25,13.975070600930176,11.978631943654436,980.251380722388,3081.503067505104,0.46153846153846156,0.7586630621774392,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154159.532747,1753154159.919479,A,10.0.2.100,94.140.14.14,39864,443,6,0.3867318630218506,25,4047,161.88,64.64427266130767,10464.614858412486,13,12,982,3065,75.53846153846153,255.41666666666666,33.61502178387999,31.029250877427682,2539.2270301361655,7925.387828276321,0.48,0.7573511242895973,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154163.03938,1753154163.388536,A,10.0.2.100,94.140.14.14,39874,443,6,0.34915590286254883,25,4047,161.88,71.60125260675223,11590.81077198105,13,12,982,3065,75.53846153846153,255.41666666666666,37.23265135551116,34.36860125124107,2812.4972023932273,8778.313569587823,0.48,0.7573511242895973,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154166.555869,1753154166.942837,A,10.0.2.100,94.140.14.14,34308,443,6,0.38696789741516113,26,4085,157.1153846153846,67.18903602514015,10556.431237026827,14,12,983,3102,70.21428571428571,258.5,36.1787117058447,31.010324319295453,2540.2624004889526,8016.168836537875,0.46153846153846156,0.7593635250917993,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154170.079648,1753154170.578084,A,10.0.2.100,94.140.14.14,34318,443,6,0.49843597412109375,25,4068,162.72,50.15689335843627,8161.52968728475,13,12,981,3087,75.46153846153847,257.25,26.08158454638686,24.07530881204941,1968.1564953850393,6193.373191899711,0.48,0.7588495575221239,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154173.720225,1753154174.152282,A,10.0.2.100,94.140.14.14,34320,443,6,0.43205690383911133,27,4068,150.66666666666666,62.49176846866036,9415.426449278162,14,13,982,3086,70.14285714285714,237.3846153846154,32.40313920597204,30.088629262688322,2272.84876430461,7142.577684973551,0.48148148148148145,0.7586037364798427,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154177.286223,1753154177.786568,A,10.0.2.100,94.140.15.15,41502,443,6,0.50034499168396,25,4069,162.76,49.965524619043464,8132.388786995514,13,12,982,3087,75.53846153846153,257.25,25.982072801902603,23.983451817140864,1962.6458070360275,6169.7429799594875,0.48,0.7586630621774392,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154180.925368,1753154181.529409,A,10.0.2.100,94.140.15.15,41510,443,6,0.6040408611297607,26,4069,156.5,43.04344568904032,6736.29925033481,13,13,981,3088,75.46153846153847,237.53846153846155,21.52172284452016,21.52172284452016,1624.0623161903288,5112.236934144481,0.5,0.7589088228065863,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154184.66812,1753154185.213863,A,10.0.2.100,94.140.14.14,49834,443,6,0.5457429885864258,26,4063,156.26923076923077,47.64147326444772,7444.896379748118,14,12,982,3081,70.14285714285714,256.75,25.653100988548772,21.988372275898946,1799.3817979110638,5645.514581837055,0.46153846153846156,0.7583066699483141,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154188.383142,1753154188.728627,A,10.0.2.100,94.140.15.15,60672,443,6,0.34548497200012207,26,4060,156.15384615384616,75.25652953724081,11751.596535430679,14,12,982,3078,70.14285714285714,256.5,40.522746673898894,34.73378286334191,2842.38123098348,8909.2153044472,0.46153846153846156,0.758128078817734,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154191.896942,1753154192.293862,A,10.0.2.100,94.140.14.14,49842,443,6,0.39692020416259766,25,4070,162.8,62.98495198233546,10253.950182724213,13,12,982,3088,75.53846153846153,257.3333333333333,32.752175030814435,30.23277695152102,2474.048913866137,7779.901268858076,0.48,0.7587223587223587,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154195.463524,1753154195.812066,A,10.0.2.100,94.140.14.14,40946,443,6,0.3485419750213623,25,4047,161.88,71.72737228698993,11611.22702581793,13,12,982,3065,75.53846153846153,255.41666666666666,37.29823358923476,34.42913869775517,2817.4511834329646,8793.775842384966,0.48,0.7573511242895973,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154198.981057,1753154199.729099,A,10.0.2.100,94.140.15.15,44102,443,6,0.748042106628418,25,4047,161.88,33.42057857234832,5410.123259291746,13,12,981,3066,75.46153846153847,255.5,17.378700857621123,16.041877714727192,1311.4235031789478,4098.699756112797,0.48,0.7575982209043736,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154202.869026,1753154204.015131,A,10.0.2.100,94.140.15.15,44108,443,6,1.1461050510406494,25,4058,162.32,21.813009180354197,3540.6876501550933,13,12,981,3077,75.46153846153847,256.4166666666667,11.342764773784182,10.470244406570014,855.9424802370986,2684.7451699179946,0.48,0.7582552981764416,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154207.184063,1753154207.573227,A,10.0.2.100,94.140.15.15,51608,443,6,0.3891639709472656,25,4060,162.4,64.24027367987688,10432.620445612007,13,12,980,3080,75.38461538461539,256.6666666666667,33.404942313535976,30.835331366340903,2518.2187282511736,7914.401717360832,0.48,0.7586206896551724,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154210.723346,1753154211.127035,A,10.0.2.100,94.140.15.15,51618,443,6,0.403688907623291,25,4070,162.8,61.928875249971355,10082.020890695338,13,12,983,3087,75.61538461538461,257.25,32.203015129985104,29.72586011998625,2435.0433748288738,7646.977515866463,0.48,0.7584766584766585,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154214.260943,1753154215.512328,A,10.0.2.100,94.140.14.14,50546,443,6,1.251384973526001,25,4047,161.88,19.977864948751964,3234.016777903968,13,12,981,3066,75.46153846153847,255.5,10.388489773351022,9.589375175400942,783.9314205890271,2450.085357314941,0.48,0.7575982209043736,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154218.646393,1753154219.449065,A,10.0.2.100,94.140.14.14,32824,443,6,0.8026719093322754,26,4045,155.57692307692307,32.39181500898519,5039.418911974812,14,12,980,3065,70.0,255.41666666666666,17.44174654329972,14.950068465685474,1220.9222580309804,3818.4966539438315,0.46153846153846156,0.757725587144623,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154222.581665,1753154222.925784,A,10.0.2.100,94.140.14.14,32834,443,6,0.3441190719604492,25,4063,162.52,72.64927182784375,11806.959657461166,13,12,984,3079,75.6923076923077,256.5833333333333,37.77762135047875,34.871650477365,2859.47533914393,8947.484318317236,0.48,0.7578144228402658,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154226.088198,1753154227.323604,A,10.0.2.100,94.140.15.15,47490,443,6,1.2354061603546143,25,4069,162.76,20.236259784250983,3293.65364248469,13,12,982,3087,75.53846153846153,257.25,10.52285508781051,9.71340469644047,794.8802843253785,2498.773358159311,0.48,0.7586630621774392,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154230.481715,1753154231.57716,A,10.0.2.100,94.140.15.15,47492,443,6,1.095444917678833,27,4084,151.25925925925927,24.64751952769201,3728.1655463368206,14,13,981,3103,70.07142857142857,238.69230769230768,12.780195310655115,11.867324217036892,895.5265428394763,2832.639003497344,0.48148148148148145,0.759794319294809,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
1753154234.715147,1753154235.193993,A,10.0.2.100,94.140.14.14,38874,443,6,0.47884607315063477,26,4063,156.26923076923077,54.29719790522529,8484.981349574244,14,12,983,3080,70.21428571428571,256.6666666666667,29.236952718198232,25.060245187027054,2052.851751570633,6432.129598003611,0.46153846153846156,0.7580605463942899,SYN_RST_PSH_FIN_ACK,SYN_RST_PSH_FIN_ACK,SYN_PSH_ACK,pitou,pitou_1,h2,JSON,adguard,pitou_2_adguard_h2_1
