%dir	flowInd	flowStat	timeFirst	timeLast	duration	srcIP	srcPort	dstIP	dstPort	l4Proto	pktsSnt	l7BytesSnt	minL7PktSz	maxL7PktSz	avgL7PktSz	stdL7PktSz	varL7PktSz	skewL7PktSz	kurL7PktSz	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpFlags	tcpAnomaly	tcpCntF_S_R_P_A_U_E_C_FA_SA_RA_N_SF_SFR_RF_X	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS
A	1	0x0800000000008000	1750528781.942784000	1750528781.942784000	0.000000000	fd00::2401:37ff:fe8e:decb	55788	2001:4860:4860::8888	443	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	2	0x0800000000008000	1750528781.942805000	1750528781.942805000	0.000000000	fd00::2401:37ff:fe8e:decb	55796	2001:4860:4860::8888	443	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	3	0x0800000000008000	1750528781.942821000	1750528781.942821000	0.000000000	fd00::2401:37ff:fe8e:decb	55810	2001:4860:4860::8888	443	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	4	0x0800000000008000	1750528781.942966000	1750528781.942966000	0.000000000	fd00::2401:37ff:fe8e:decb	35644	2001:4860:4860::8844	443	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	5	0x0800000000008000	1750528781.942984000	1750528781.942984000	0.000000000	fd00::2401:37ff:fe8e:decb	35660	2001:4860:4860::8844	443	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	6	0x0800000000008000	1750528781.943001000	1750528781.943001000	0.000000000	fd00::2401:37ff:fe8e:decb	35666	2001:4860:4860::8844	443	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	9	0x0400000000004000	1750528781.943074000	1750528783.052904000	1.109830000	10.0.2.100	60252	8.8.4.4	443	6	10	1858	0	1460	185.8	519.8037	270195.9	2.079166	6.319777	9.010388	1674.13	0.1111111	-0.4687634	0x1001	56618	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011f	0x0000	1_1_1_2_8_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	9	0x0400000000004001	1750528782.004484000	1750528783.052897000	1.048413000	8.8.4.4	443	10.0.2.100	60252	6	8	5137	0	1440	642.125	738.7249	545714.5	1.307104	2.465506	7.63058	4899.787	-0.1111111	0.4687634	0x1001	1	8	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x021a	0x0000	0_1_0_3_8_0_0_0_0_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	10	0x0800000000008000	1750528783.055461000	1750528783.055461000	0.000000000	fd00::2401:37ff:fe8e:decb	48966	2404:6800:4008:c13::54	443	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	7	0x0400000000004000	1750528781.943042000	1750528783.056570000	1.113528000	10.0.2.100	60234	8.8.4.4	443	6	10	1794	0	1460	179.4	518.4495	268789.9	2.104322	6.375648	8.980466	1611.096	0.1111111	-0.4823258	0x1001	34216	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011f	0x0000	1_1_1_2_8_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
