%dir	flowInd	flowStat	timeFirst	timeLast	duration	srcIP	srcPort	dstIP	dstPort	l4Proto	pktsSnt	l3BytesSnt	minL3PktSz	maxL3PktSz	avgL3PktSz	stdL3PktSz	varL3PktSz	skewL3PktSz	kurL3PktSz	minIAT	maxIAT	avgIAT	stdIAT	varIAT	skewIAT	kurIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpFlags	tcpAnomaly	tcpCntF_S_R_P_A_U_E_C_FA_SA_RA_N_SF_SFR_RF_X	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS
B	16	0x0400000000004001	1736194942.679323000	1736194945.490706000	2.811383000	142.250.197.163	443	10.0.2.100	36812	6	87	104792	40	1480	1204.506	527.387	278137	0.273435	2.974093	0	1.311661	0.03231476	0.1764468	0.03113348	5.211765	33.73553	30.94562	37274.18	0.2253521	0.9063662	0x1001	1	1085	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x031b	0x0000	1_1_0_65_87_0_0_0_1_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	39	0x0400000000004000	1736194944.365569000	1736194945.490769000	1.125200000	10.0.2.100	37546	142.250.197.174	443	6	19	3289	40	1500	173.1053	392.2926	153893.5	2.430604	10.04463	0	0.983607	0.05922105	0.225575	0.05088408	4.268173	18.489	16.88589	2923.036	0.05555556	-0.4706261	0x1001	10016	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011b	0x0000	1_1_0_8_18_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	39	0x0400000000004001	1736194944.396706000	1736194945.490767000	1.094061000	142.250.197.174	443	10.0.2.100	37546	6	17	9137	40	1480	537.4706	697.3024	486230.7	0.5482911	2.053902	0	0.983495	0.06435653	0.2388988	0.05707263	4.029697	16.50638	15.53844	8351.454	-0.05555556	0.4706261	0x1001	1	156	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x031b	0x0000	1_1_0_2_17_0_0_0_1_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	12	0x0400000000004000	1736194942.124831000	1736194945.492407000	3.367576000	10.0.2.100	58664	34.117.121.53	443	6	751	32901	40	292	43.80959	21.86697	478.1642	4.073364	33.68678	0	2.14833	0.004484122	0.07882714	0.006213719	26.90794	732.4736	223.0091	9769.936	-0.3243365	-0.9682848	0x1001	6702	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011b	0x0000	1_1_0_32_750_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	12	0x0400000000004001	1736194942.156654000	1736194945.492405000	3.335751000	34.117.121.53	443	10.0.2.100	58664	6	1472	2041877	40	1480	1387.145	268.0825	71868.24	-2.799594	16.76878	0	2.148354	0.002266135	0.05631571	0.003171459	37.69257	1436.729	441.2799	612119.1	0.3243365	0.9682848	0x1001	1	576	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x031b	0x0000	1_1_0_576_1472_0_0_0_1_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	14	0x0400000000004000	1736194942.614870000	1736194945.492466000	2.877596000	10.0.2.100	44446	142.250.196.234	443	6	19	3288	40	1500	173.0526	392.1792	153804.5	2.431753	10.05428	0	2.170052	0.1514524	0.5078073	0.2578682	3.916666	16.2198	6.602734	1142.62	0	-0.4498912	0x1001	50750	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011b	0x0000	1_1_0_8_18_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	14	0x0400000000004001	1736194942.646740000	1736194945.492464000	2.845724000	142.250.196.234	443	10.0.2.100	44446	6	19	8666	40	1480	456.1053	642.5953	412928.8	0.6791635	2.290871	0	2.168046	0.1497749	0.5080322	0.2580967	3.912631	16.19212	6.676684	3045.271	0	0.4498912	0x1001	1	1157	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x031b	0x0000	1_1_0_6_19_0_0_0_1_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	10	0x0400000000004000	1736194941.162734000	1736194945.492650000	4.329916000	10.0.2.100	42338	34.160.144.191	443	6	26	2002	40	286	77	72.6062	5271.66	1.513866	4.883414	0	3.893578	0.1665352	0.7629492	0.5820915	5.039917	25.60632	6.004735	462.3646	-0.01886792	-0.7765625	0x1001	35934	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011b	0x0000	1_1_0_9_25_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	10	0x0400000000004001	1736194941.195860000	1736194945.492648000	4.296788000	34.160.144.191	443	10.0.2.100	42338	6	27	15918	40	1480	589.5555	692.7398	479888.4	0.8664437	1.91707	0	3.939453	0.1591403	0.7583668	0.5751202	5.136417	26.59092	6.283763	3704.627	0.01886792	0.7765625	0x1001	1	2486	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x031b	0x0000	1_1_0_11_27_0_0_0_1_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	36	0x0400000000004000	1736194943.886674000	1736194945.496147000	1.609473000	10.0.2.100	43066	142.250.196.238	443	6	21	3721	40	1500	177.1905	389.6619	151836.4	2.295651	9.421019	0	1.428786	0.07664157	0.3116154	0.09710418	4.509869	20.56845	13.04775	2311.937	0	-0.3608177	0x1001	58713	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011b	0x0000	1_1_0_9_20_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
