flowInd,time_first,duration,pkts_aggr,bytes_aggr,pkts_ab,pkts_ba,bytes_ab,bytes_ba,mean_Bpp_ab,mean_Bpp_ba,mean_pps_ab,mean_pps_ba,mean_pkts_asm,mean_bytes_asm,time_last,block_local,block_label,label,family,mdoh,session,block,spills_into_next_block,next_block_label,label_contaminated
309,1790002869.507362,1.509676218032837,156,23644,76,80,4436,19208,58.36842105263158,240.1,50.34192040133663,52.991495159301714,0.5128205128205128,0.8123836914227711,1790002871.017038,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
310,1790002871.513323,9.171437978744507,272,14904,152,120,8404,6500,55.28947368421053,54.166666666666664,16.57319172329043,13.0840987289135,0.4411764705882353,0.43612453032742887,1790002880.684761,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
311,1790002881.275221,22.989056825637817,656,32152,384,272,16012,16140,41.697916666666664,59.338235294117645,16.703599582726515,11.831716371097949,0.4146341463414634,0.5019905449116696,1790002904.264278,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
312,1790002905.320811,9.903645992279053,252,27616,128,124,6088,21528,47.5625,173.61290322580646,12.924533055784671,12.520641397791401,0.49206349206349204,0.77954808806489,1790002915.224457,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
313,1790002915.481498,5.235033988952637,232,12040,124,108,7268,4772,58.61290322580645,44.18518518518518,23.68657018496425,20.630238548194672,0.46551724137931033,0.3963455149501661,1790002920.716532,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
314,1790002921.558401,3.6315059661865234,140,8964,72,68,5564,3400,77.27777777777777,50.0,19.826485394875405,18.725013984048992,0.4857142857142857,0.37929495760821064,1790002925.189907,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
315,1790002926.158602,9.194062948226929,384,33908,216,168,8792,25116,40.7037037037037,149.5,23.49342191981136,18.272661493186614,0.4375,0.740710156895128,1790002935.352665,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
316,1790002936.016699,1.4179248809814453,116,8004,56,60,5204,2800,92.92857142857143,46.666666666666664,39.49433482064189,42.315358736402025,0.5172413793103449,0.3498250874562719,1790002937.434624,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
317,1790002938.13897,3.3013761043548584,164,9336,88,76,6000,3336,68.18181818181819,43.89473684210526,26.655551266612385,23.020703366619784,0.4634146341463415,0.35732647814910024,1790002941.440346,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
318,1790002941.619609,2.0198447704315186,172,23676,80,92,4496,19180,56.2,208.47826086956522,39.607004048587775,45.548054655875944,0.5348837209302325,0.8101030579489779,1790002943.639454,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
319,1790002944.073083,4.793053150177002,200,11484,112,88,6828,4656,60.964285714285715,52.90909090909091,23.367151686157282,18.359904896266436,0.44,0.4054336468129572,1790002948.866136,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
320,1790002949.902568,1.657538890838623,124,7524,64,60,5156,2368,80.5625,39.46666666666667,38.611462062057285,36.198245683178705,0.4838709677419355,0.3147262094630516,1790002951.560107,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
321,1790002952.466801,4.991682052612305,200,25712,100,100,5252,20460,52.52,204.6,20.03332723238389,20.03332723238389,0.5,0.7957373988799005,1790002957.458483,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
322,1790002958.255604,7.115644931793213,280,15036,152,128,8360,6676,55.0,52.15625,21.361380655863403,17.98853107862181,0.45714285714285713,0.44400106411279594,1790002965.371249,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
323,1790002965.636046,4.173143148422241,180,10696,100,80,6444,4252,64.44,53.15,23.96275335961275,19.170202687690203,0.4444444444444444,0.3975317875841436,1790002969.809189,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
324,1790002970.03072,2.3448569774627686,168,23708,80,88,4448,19260,55.6,218.86363636363637,34.11721941632589,37.52894135795847,0.5238095238095238,0.8123840053990214,1790002972.375577,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
325,1790002973.371225,3.265558958053589,172,9972,84,88,6008,3964,71.52380952380952,45.04545454545455,25.723008244220324,26.94791339870701,0.5116279069767442,0.39751303650220615,1790002976.636784,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
326,1790002977.358371,1.854619026184082,128,8192,64,64,5200,2992,81.25,46.75,34.50843493808071,34.50843493808071,0.5,0.365234375,1790002979.21299,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
327,1790002979.534391,2.2774710655212402,144,22812,72,72,4076,18736,56.611111111111114,260.22222222222223,31.61401305597773,31.61401305597773,0.5,0.8213221111695599,1790002981.811862,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
328,1790002982.611626,3.7066571712493896,148,9492,80,68,6008,3484,75.1,51.23529411764706,21.58278910186741,18.345370736587295,0.4594594594594595,0.3670459334176148,1790002986.318283,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
329,1790002987.122091,0.6122078895568848,100,6744,52,48,4784,1960,92.0,40.833333333333336,84.93846761373416,78.40473933575461,0.48,0.29062870699881377,1790002987.734299,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
330,1790002988.528784,1.9405288696289062,160,24152,84,76,4496,19656,53.523809523809526,258.63157894736844,43.28716841819704,39.164580949797326,0.475,0.8138456442530639,1790002990.469313,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
331,1790002990.991949,1.55073881149292,124,8176,64,60,5248,2928,82.0,48.8,41.270650818616076,38.69123514245258,0.4838709677419355,0.35812133072407043,1790002992.542688,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
332,1790002992.958108,3.472080945968628,188,10504,100,88,6376,4128,63.76,46.90909090909091,28.80117184943751,25.345031227505007,0.46808510638297873,0.392993145468393,1790002996.430189,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
333,1790002997.090706,14.037115812301636,396,36292,220,176,9396,26896,42.70909090909091,152.8181818181818,15.672735264262743,12.538188211410194,0.4444444444444444,0.7410999669348617,1790003011.127822,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
334,1790003011.357621,4.72168493270874,88,7232,48,40,4780,2452,99.58333333333333,61.3,10.165862543577918,8.471552119648264,0.45454545454545453,0.33904867256637167,1790003016.079306,11,benign,benign,benign,0,quad9_1,quad9_1_11,False,dga,False
337,1790003097.695543,1.5534889698028564,144,23392,68,76,4176,19216,61.411764705882355,252.8421052631579,43.77243824822873,48.922136865667404,0.5277777777777778,0.8214774281805746,1790003099.249032,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
338,1790003099.494802,3.0805630683898926,164,11128,88,76,6212,4916,70.5909090909091,64.6842105263158,28.56620625721994,24.670814494871763,0.4634146341463415,0.4417685118619698,1790003102.575365,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
339,1790003103.195817,0.9494860172271729,104,7104,52,52,4880,2224,93.84615384615384,42.76923076923077,54.76647265628825,54.76647265628825,0.5,0.3130630630630631,1790003104.145303,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
340,1790003104.417566,2.022861957550049,164,24504,84,80,4620,19884,55.0,248.55,41.52532489252752,39.54792846907383,0.4878048780487805,0.8114593535749265,1790003106.440428,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
341,1790003107.526866,7.650768041610718,280,17112,160,120,8876,8236,55.475,68.63333333333334,20.91293307152927,15.684699803646952,0.42857142857142855,0.48129967274427304,1790003115.177634,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
342,1790003116.072331,12.171280145645142,368,22652,212,156,11096,11556,52.339622641509436,74.07692307692308,17.418052781888612,12.81705770742747,0.42391304347826086,0.5101536288186473,1790003128.243611,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
343,1790003129.082663,1.3113389015197754,128,23392,64,64,4176,19216,65.25,300.25,48.80508000321446,48.80508000321446,0.5,0.8214774281805746,1790003130.394002,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
344,1790003131.487113,4.4619269371032715,184,11608,100,84,6656,4952,66.56,58.95238095238095,22.411841657120682,18.825946991981375,0.45652173913043476,0.4266023432115782,1790003135.94904,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
345,1790003136.690019,6.697429180145264,256,16040,144,112,8432,7608,58.55555555555556,67.92857142857143,21.50078726131102,16.722834536575238,0.4375,0.4743142144638404,1790003143.387448,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
346,1790003143.678263,9.358658075332642,304,32300,168,136,7728,24572,46.0,180.6764705882353,17.951291589849934,14.53199795368804,0.4473684210526316,0.7607430340557275,1790003153.036921,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
347,1790003153.485328,1.283499002456665,100,7104,52,48,4880,2224,93.84615384615384,46.333333333333336,40.5142504205068,37.39776961892935,0.48,0.3130630630630631,1790003154.768827,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
348,1790003155.178998,7.778562068939209,280,17148,160,120,8876,8272,55.475,68.93333333333334,20.569354410489364,15.427015807867024,0.42857142857142855,0.48238861674830885,1790003162.95756,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
349,1790003162.929895,6.390021085739136,272,30524,152,120,7168,23356,47.1578947368421,194.63333333333333,23.78708895643935,18.7792807550837,0.4411764705882353,0.7651683920849168,1790003169.319916,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
350,1790003170.300826,5.104949951171875,208,12680,112,96,7100,5580,63.392857142857146,58.125,21.939490312591538,18.805277410792748,0.46153846153846156,0.4400630914826498,1790003175.405776,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
351,1790003176.03527,4.470180988311768,168,11536,92,76,6656,4880,72.34782608695652,64.21052631578948,20.580822172648812,17.001548751318584,0.4523809523809524,0.42302357836338417,1790003180.505451,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
352,1790003181.138275,1.461036205291748,144,23396,72,72,4176,19220,58.0,266.94444444444446,49.2800929499366,49.2800929499366,0.5,0.8215079500769362,1790003182.599311,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
353,1790003183.2326,4.786001920700073,196,12680,108,88,7100,5580,65.74074074074075,63.40909090909091,22.565807910123503,18.386954593433966,0.4489795918367347,0.4400630914826498,1790003188.018602,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
354,1790003188.825592,1.9503488540649414,144,9356,76,68,5768,3588,75.89473684210526,52.76470588235294,38.96738772738008,34.86555744028744,0.4722222222222222,0.3834972210346302,1790003190.775941,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
355,1790003191.590046,6.4532740116119385,292,31888,156,136,7284,24604,46.69230769230769,180.91176470588235,24.17377593440099,21.074573891529067,0.4657534246575342,0.7715755143000502,1790003198.04332,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
356,1790003198.732086,6.096076011657715,216,13752,120,96,7544,6208,62.86666666666667,64.66666666666667,19.68479391833702,15.747835134669618,0.4444444444444444,0.4514252472367656,1790003204.828162,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
357,1790003205.42177,0.8896918296813965,100,7104,52,48,4880,2224,93.84615384615384,46.333333333333336,58.44720415002742,53.95126536925608,0.48,0.3130630630630631,1790003206.311462,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
358,1790003206.976803,6.334507942199707,240,28940,128,112,6396,22544,49.96875,201.28571428571428,20.20677867451706,17.68093134020243,0.4666666666666667,0.7789910158949551,1790003213.311311,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
359,1790003214.225665,4.081387996673584,168,10464,88,80,6212,4252,70.5909090909091,53.15,21.56129240143839,19.601174910398537,0.47619047619047616,0.40634556574923547,1790003218.307053,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
360,1790003218.877156,2.58203387260437,140,9356,76,64,5768,3588,75.89473684210526,56.0625,29.434160723593664,24.786661661973614,0.45714285714285713,0.3834972210346302,1790003221.45919,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
361,1790003222.339747,1.9356160163879395,128,23400,64,64,4176,19224,65.25,300.375,33.064409189706254,33.064409189706254,0.5,0.8215384615384616,1790003224.275363,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
362,1790003224.946041,0.9360449314117432,100,7104,52,48,4880,2224,93.84615384615384,46.333333333333336,55.55288881440081,51.27958967483152,0.48,0.3130630630630631,1790003225.882086,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
363,1790003226.517598,5.369147062301636,232,14896,128,104,7988,6908,62.40625,66.42307692307692,23.83991321428421,19.36992948660592,0.4482758620689655,0.4637486573576799,1790003231.886745,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
364,1790003232.629234,2.1267998218536377,152,24500,72,80,4620,19880,64.16666666666667,248.5,33.85367972113499,37.615199690149986,0.5263157894736842,0.8114285714285714,1790003234.756034,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
365,1790003235.638362,5.313616991043091,224,13752,124,100,7544,6208,60.83870967741935,62.08,23.336269853288417,18.81957246232937,0.44642857142857145,0.4514252472367656,1790003240.951979,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
366,1790003241.303827,1.6849968433380127,120,8212,64,56,5324,2888,83.1875,51.57142857142857,37.98226700129284,33.23448362613124,0.4666666666666667,0.35168046760837796,1790003242.988824,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
367,1790003243.748282,1.9199950695037842,148,23428,72,76,4176,19252,58.0,253.31578947368422,37.500096299001505,39.58343498227937,0.5135135135135135,0.821751750042684,1790003245.668277,12,dga:zloader,dga,zloader,1,quad9_1,quad9_1_12,False,dga,False
368,1790003326.743766,0.621366024017334,100,6876,52,48,4772,2104,91.76923076923077,43.833333333333336,83.68658405846371,77.24915451550496,0.48,0.30599185573007565,1790003327.365132,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
369,1790003327.965968,2.0159971714019775,120,7832,64,56,5168,2664,80.75,47.57142857142857,31.746076288139193,27.777816752121794,0.4666666666666667,0.34014300306435136,1790003329.981965,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
370,1790003330.98129,13.933686971664429,460,38672,260,200,10152,28520,39.04615384615385,142.6,18.659813481437933,14.35370267802918,0.43478260869565216,0.7374844848986347,1790003344.914977,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
371,1790003344.93382,1.7816219329833984,148,9600,80,68,5896,3704,73.7,54.470588235294116,44.9029047739869,38.16746905788886,0.4594594594594595,0.3858333333333333,1790003346.715442,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
372,1790003347.338705,2.0021228790283203,128,8340,64,64,5128,3212,80.125,50.1875,31.966069950242407,31.966069950242407,0.5,0.3851318944844125,1790003349.340828,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
373,1790003349.415542,5.882566213607788,272,29540,144,128,6676,22864,46.361111111111114,178.625,24.479112477628117,21.759211091224994,0.47058823529411764,0.7740013540961408,1790003355.298108,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
374,1790003356.398238,6.274158000946045,204,12488,116,88,7048,5440,60.758620689655174,61.81818181818182,18.488536626350342,14.025786406196811,0.43137254901960786,0.4356181934657271,1790003362.672396,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
375,1790003363.73402,8.145708084106445,252,14324,136,116,7828,6496,57.55882352941177,56.0,16.695908887940305,14.240628169125555,0.4603174603174603,0.453504607651494,1790003371.879728,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
376,1790003372.649698,14.482944011688232,480,39132,268,212,10500,28632,39.17910447761194,135.0566037735849,18.50452503190752,14.637907861061171,0.44166666666666665,0.7316773995706838,1790003387.132642,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
377,1790003387.615034,8.973959922790527,284,15356,160,124,8236,7120,51.475,57.41935483870968,17.829364224555917,13.817757274030836,0.43661971830985913,0.46366241208648085,1790003396.588994,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
378,1790003397.585969,1.7734580039978027,124,7756,64,60,5160,2596,80.625,43.266666666666666,36.08768849091918,33.83220796023673,0.4838709677419355,0.334708612686952,1790003399.359427,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
379,1790003399.638662,5.330483913421631,284,29844,152,132,6716,23128,44.18421052631579,175.21212121212122,28.5152347270534,24.763230157704267,0.4647887323943662,0.7749631416700175,1790003404.969146,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
380,1790003405.093242,3.3278021812438965,160,9564,88,72,5924,3640,67.31818181818181,50.55555555555556,26.443879535864284,21.635901438434413,0.45,0.3805938937682978,1790003408.421044,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
381,1790003409.294108,7.3747100830078125,284,15700,156,128,8216,7484,52.666666666666664,58.46875,21.153373928480537,17.356614505419927,0.4507042253521127,0.476687898089172,1790003416.668818,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
382,1790003417.105221,12.615604877471924,448,38072,252,196,9720,28352,38.57142857142857,144.6530612244898,19.97526099204361,15.536314104922806,0.4375,0.7446942635007354,1790003429.720826,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
383,1790003430.314099,1.0093448162078857,100,6864,52,48,4768,2096,91.6923076923077,43.666666666666664,51.51856844657339,47.55560164299082,0.48,0.30536130536130535,1790003431.323444,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
384,1790003431.590245,1.3424220085144043,124,8936,68,56,5504,3432,80.94117647058823,61.285714285714285,50.65471183331717,41.71564503920238,0.45161290322580644,0.38406445837063563,1790003432.932667,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
385,1790003433.445079,19.755675792694092,516,40964,292,224,11284,29680,38.64383561643836,132.5,14.780562460332813,11.338513668200514,0.43410852713178294,0.7245386192754614,1790003453.200755,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
386,1790003453.608414,0.7534821033477783,104,6872,52,52,4764,2108,91.61538461538461,40.53846153846154,69.01291984104206,69.01291984104206,0.5,0.30675203725261935,1790003454.361896,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
387,1790003455.271359,9.988919973373413,320,17296,184,136,8932,8364,48.54347826086956,61.5,18.420409863175664,13.615085551042881,0.425,0.4835800185013876,1790003465.260279,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
388,1790003465.643577,73.48383593559265,332,32072,180,152,7444,24628,41.355555555555554,162.02631578947367,2.4495182880459176,2.0684821099054416,0.4578313253012048,0.7678972312297331,1790003539.127413,13,dga:qsnatch,dga,qsnatch,1,quad9_1,quad9_1_13,False,benign,False
389,1790003556.799251,3.9806599617004395,204,25384,108,96,5236,20148,48.48148148148148,209.875,27.131179512722074,24.11660401130851,0.47058823529411764,0.7937283328080681,1790003560.779911,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
390,1790003561.312496,1.5412671566009521,124,7660,64,60,5212,2448,81.4375,40.8,41.52427418303196,38.92900704659247,0.4838709677419355,0.3195822454308094,1790003562.853763,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
391,1790003563.207129,3.1969079971313477,128,8292,64,64,5196,3096,81.1875,48.375,20.01934370880505,20.01934370880505,0.5,0.37337192474674386,1790003566.404037,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
392,1790003566.35521,1.0902628898620605,112,22132,52,60,3652,18480,70.23076923076923,308.0,47.69491879759295,55.032598612607245,0.5357142857142857,0.8349900596421471,1790003567.445473,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
393,1790003568.026081,6.706717014312744,168,10256,96,72,6376,3880,66.41666666666667,53.888888888888886,14.314007851401403,10.735505888551053,0.42857142857142855,0.3783151326053042,1790003574.732798,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
394,1790003575.355812,6.87235689163208,284,14928,156,128,8440,6488,54.1025641025641,50.6875,22.699636014239704,18.62534237065822,0.4507042253521127,0.43461950696677387,1790003582.228169,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
395,1790003583.141653,1.311560869216919,124,22116,60,64,3640,18476,60.666666666666664,288.6875,45.74701899716147,48.7968202636389,0.5161290322580645,0.835413275456683,1790003584.453214,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
396,1790003584.90324,16.441517114639282,460,23212,264,196,12060,11152,45.68181818181818,56.89795918367347,16.056912398001174,11.921041022758448,0.4260869565217391,0.48044115112872654,1790003601.344757,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
397,1790003601.605901,1.3457350730895996,108,7744,56,52,5236,2508,93.5,48.23076923076923,41.61294531131797,38.64059207479526,0.48148148148148145,0.32386363636363635,1790003602.951636,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
398,1790003603.905041,1.4911189079284668,136,26556,68,68,4068,22488,59.8235294117647,330.70588235294116,45.603338297459345,45.603338297459345,0.5,0.8468142792589245,1790003605.39616,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
399,1790003606.402135,6.753082036972046,200,12316,108,92,6840,5476,63.333333333333336,59.52173913043478,15.992697765067453,13.623409207279682,0.46,0.44462487820721014,1790003613.155217,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
400,1790003613.106499,5.776500940322876,216,11124,112,104,6768,4356,60.42857142857143,41.88461538461539,19.38890015894982,18.003978719024833,0.48148148148148145,0.39158576051779936,1790003618.883,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
401,1790003619.467809,2.1606240272521973,164,23700,84,80,4456,19244,53.04761904761905,240.55,38.87765707522384,37.02634007164175,0.4878048780487805,0.8119831223628692,1790003621.628433,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
402,1790003622.623403,1.444532871246338,96,7300,52,44,4768,2532,91.6923076923077,57.54545454545455,35.9977962669237,30.459673764320055,0.4583333333333333,0.34684931506849315,1790003624.067936,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
403,1790003624.088497,8.974985122680664,156,9120,80,76,5956,3164,74.45,41.63157894736842,8.913663800715634,8.467980610679852,0.48717948717948717,0.34692982456140353,1790003633.063482,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
404,1790003634.000547,1.1756281852722168,144,22860,72,72,4028,18832,55.94444444444444,261.55555555555554,61.243853202897135,61.243853202897135,0.5,0.8237970253718285,1790003635.176175,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
405,1790003636.243833,4.288244962692261,180,10848,96,84,6340,4508,66.04166666666667,53.666666666666664,22.38678080081716,19.588433200715016,0.4666666666666667,0.41556047197640117,1790003640.532078,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
406,1790003640.760887,9.85418701171875,240,13780,132,108,7644,6136,57.90909090909091,56.81481481481482,13.39532118103945,10.959808239032276,0.45,0.44528301886792454,1790003650.615074,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
407,1790003650.555832,3.140313148498535,200,28420,100,100,4896,23524,48.96,235.24,31.843957997568676,31.843957997568676,0.5,0.8277269528501056,1790003653.696145,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
408,1790003654.411669,3.843841075897217,184,10428,100,84,6456,3972,64.56,47.285714285714285,26.015643733829013,21.85314073641637,0.45652173913043476,0.380897583429229,1790003658.25551,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
409,1790003658.743982,2.852794885635376,156,9516,80,76,5996,3520,74.95,46.31578947368421,28.04267506325901,26.64054131009606,0.48717948717948717,0.36990332072299287,1790003661.596777,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
410,1790003662.478315,4.159093856811523,244,27936,132,112,6104,21832,46.24242424242424,194.92857142857142,31.737682424217965,26.92894266297282,0.45901639344262296,0.7815005727376861,1790003666.637409,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
411,1790003667.558004,0.9088001251220703,104,7176,52,52,4768,2408,91.6923076923077,46.30769230769231,57.218301981434415,57.218301981434415,0.5,0.3355629877369008,1790003668.466804,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
412,1790003668.862645,0.8310930728912354,92,6920,44,48,4780,2140,108.63636363636364,44.583333333333336,52.94232551708231,57.75526420045343,0.5217391304347826,0.3092485549132948,1790003669.693738,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
413,1790003669.943505,7.148711919784546,264,28528,144,120,6524,22004,45.30555555555556,183.36666666666667,20.143489011142023,16.78624084261835,0.45454545454545453,0.771312394840157,1790003677.092217,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
414,1790003677.355755,4.858022928237915,224,12148,124,100,7160,4988,57.74193548387097,49.88,25.524786900290906,20.58450556475073,0.44642857142857145,0.41060256832400394,1790003682.213778,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
415,1790003682.745672,2.7743070125579834,128,8416,68,60,5612,2804,82.52941176470588,46.733333333333334,24.510625425447138,21.627022434218063,0.46875,0.33317490494296575,1790003685.519979,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
416,1790003686.183628,1.396461009979248,132,25700,64,68,3652,22048,57.0625,324.2352941176471,45.83013742786207,48.69452101710345,0.5151515151515151,0.8578988326848249,1790003687.580089,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
417,1790003687.783527,7.133334159851074,280,14748,156,124,8420,6328,53.97435897435897,51.03225806451613,21.869156344591726,17.383175555957525,0.44285714285714284,0.42907512883102794,1790003694.916861,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
418,1790003695.477649,1.0925250053405762,92,6764,44,48,4820,1944,109.54545454545455,40.5,40.27367775100374,43.934921182913165,0.5217391304347826,0.2874039030159669,1790003696.570174,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
419,1790003697.139519,0.9507229328155518,120,22228,56,64,3636,18592,64.92857142857143,290.5,58.90254465005576,67.31719388577801,0.5333333333333333,0.8364225301421631,1790003698.090242,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
420,1790003699.155966,1.053938865661621,100,6940,52,48,4792,2148,92.15384615384616,44.75,49.338725133128534,45.54343858442634,0.48,0.3095100864553314,1790003700.209905,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
421,1790003701.220581,3.731351852416992,188,11292,100,88,6368,4924,63.68,55.95454545454545,26.79993845534153,23.583945840700547,0.46808510638297873,0.4360609280906837,1790003704.951933,14,benign,benign,benign,0,quad9_1,quad9_1_14,False,benign,False
