%dir	flowInd	flowStat	timeFirst	timeLast	duration	srcIP	srcPort	dstIP	dstPort	l4Proto	pktsSnt	l7BytesSnt	minL7PktSz	maxL7PktSz	avgL7PktSz	stdL7PktSz	varL7PktSz	skewL7PktSz	kurL7PktSz	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpFlags	tcpAnomaly	tcpCntF_S_R_P_A_U_E_C_FA_SA_RA_N_SF_SFR_RF_X	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS
A	23	0x0400120000004000	1789845484.349024000	1789845663.499041000	179.150017000	192.168.64.3	54848	1.1.1.1	443	6	2308	71600	0	79	31.02253	25.93104	672.4187	-0.1840123	1.456872	12.88306	399.665	0.02669039	-0.3626491	0x5001	0	1	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0018	0x0000	0_0_0_1440_2308_0_0_0_0_0_0_0_0_0_0_0	4	12	0x00000022	0	1
B	23	0x0400100000004001	1789845484.419753000	1789845663.498800000	179.079047000	1.1.1.1	443	192.168.64.3	54848	6	2188	153080	0	497	69.96344	38.4159	1475.782	2.668989	30.27461	12.21807	854.8181	-0.02669039	0.3626491	0x1001	1	1	49	49	0	0x40	0x4004	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0018	0x0000	0_0_0_2116_2188_0_0_0_0_0_0_0_0_0_0_0	0	0	0x00000000	0	1
A	24	0x0400120000004000	1789845664.055211000	1789845843.681100000	179.625889000	192.168.64.3	54848	1.1.1.1	443	6	1892	58848	0	80	31.10359	25.95788	673.8117	-0.1926951	1.490646	10.533	327.6143	0.01176471	-0.3784275	0x1001	0	1	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0018	0x0000	0_0_0_1184_1892_0_0_0_0_0_0_0_0_0_0_0	0	0	0x00000000	0	1
B	24	0x0400100000004001	1789845664.132133000	1789845843.680905000	179.548772000	1.1.1.1	443	192.168.64.3	54848	6	1848	130504	0	348	70.61905	41.47297	1720.007	1.180266	7.823549	10.29247	726.8443	-0.01176471	0.3784275	0x1001	1	1	49	49	0	0x40	0x4004	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0018	0x0000	0_0_0_1736_1848_0_0_0_0_0_0_0_0_0_0_0	0	0	0x00000000	0	1
A	25	0x0400100000004000	1789845844.404852000	1789845910.965007000	66.560155000	192.168.64.3	54848	1.1.1.1	443	6	1148	34100	0	74	29.70383	26.01626	676.8459	-0.06016015	1.396985	17.24755	512.3185	0.03797468	-0.3743349	0x1001	0	1	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0018	0x0000	0_0_0_688_1148_0_0_0_0_0_0_0_0_0_0_0	0	0	0x00000000	0	1
B	25	0x0400100000004001	1789845844.469684000	1789845910.964742000	66.495058000	1.1.1.1	443	192.168.64.3	54848	6	1064	74904	0	384	70.3985	41.44417	1717.619	1.784071	13.94633	16.00119	1126.46	-0.03797468	0.3743349	0x1001	1	1	49	49	0	0x40	0x4004	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0018	0x0000	0_0_0_992_1064_0_0_0_0_0_0_0_0_0_0_0	0	0	0x00000000	0	1
A	26	0x0400100000004000	1789845991.935448000	1789845992.006629000	0.071181000	192.168.64.3	54848	1.1.1.1	443	6	8	0	0	0	0	0	0	0	0	112.3895	0	0.3333333	0	0x1001	0	3	128	128	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_8_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
B	26	0x0400100000004001	1789845992.006552000	1789845992.006559000	0.000007000	1.1.1.1	443	192.168.64.3	54848	6	4	0	0	0	0	0	0	0	0	571428.6	0	-0.3333333	0	0x1001	0	0	49	49	0	0x40	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_4_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
A	27	0x0400100000004000	1789845991.938624000	1789846141.876371000	149.937747000	192.168.64.3	54866	1.1.1.1	443	6	2564	96756	0	739	37.73635	41.73439	1741.759	5.144524	90.07757	17.10043	645.3078	0.002345582	-0.3778629	0x5201	0	2	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x001a	0x1000	0_4_0_1688_2560_0_0_0_0_0_0_0_0_0_0_0	8	36	0x0000003e	1460	256
B	27	0x0400100000004001	1789845992.004178000	1789846141.876238000	149.872060000	1.1.1.1	443	192.168.64.3	54866	6	2552	214288	0	569	83.96865	53.8548	2900.339	0.9931648	9.987355	17.02786	1429.806	-0.002345582	0.3778629	0x1201	1	32194	50	50	0	0x48	0x4004	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x021a	0x0000	0_4_0_2404_2552_0_0_0_0_4_0_0_0_0_0_0	4	24	0x0000001e	1452	8192
A	28	0x0400100000004000	1789846222.453135000	1789846222.523477000	0.070342000	192.168.64.3	54866	1.1.1.1	443	6	8	0	0	0	0	0	0	0	0	113.7301	0	0.3333333	0	0x1001	0	2	128	128	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_8_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
