%dir	flowInd	flowStat	timeFirst	timeLast	duration	srcIP	srcPort	dstIP	dstPort	l4Proto	pktsSnt	l7BytesSnt	minL7PktSz	maxL7PktSz	avgL7PktSz	stdL7PktSz	varL7PktSz	skewL7PktSz	kurL7PktSz	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpFlags	tcpAnomaly	tcpCntF_S_R_P_A_U_E_C_FA_SA_RA_N_SF_SFR_RF_X	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS
A	23	0x0400100000004000	1789911183.433238000	1789911183.474566000	0.041328000	192.168.64.3	55934	8.8.8.8	443	6	8	0	0	0	0	0	0	0	0	193.5733	0	0.3333333	0	0x1001	0	2	128	128	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_8_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
B	23	0x0400100000004001	1789911183.474216000	1789911183.474296000	0.000080000	8.8.8.8	443	192.168.64.3	55934	6	4	0	0	0	0	0	0	0	0	50000	0	-0.3333333	0	0x1001	0	0	115	115	0	0x48	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_4_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
A	24	0x0400100000004000	1789911183.440339000	1789911332.939756000	149.499417000	192.168.64.3	55935	8.8.8.8	443	6	3364	116632	0	775	34.67063	35.08288	1230.808	7.510068	167.2308	22.50176	780.1502	-0.2507795	-0.3437022	0x5201	0	2	128	128	0	0x00	0x4044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x001a	0x1000	0_4_0_2452_3360_0_0_0_0_0_0_0_0_0_0_0	76	240	0x0000003e	1460	256
B	24	0x0400100000004001	1789911183.492417000	1789911332.996661000	149.504244000	8.8.8.8	443	192.168.64.3	55935	6	5616	238792	0	1412	42.51994	81.06333	6571.264	0.9589409	56.50205	37.56415	1597.226	0.2507795	0.3437022	0x5201	0	34449	115	115	0	0x48	0x4004	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x021a	0x0000	0_4_0_3180_5616_0_0_0_0_4_0_0_0_0_0_0	12	48	0x0000003e	1412	256
A	25	0x0400100000004000	1789911413.843926000	1789911413.925342000	0.081416000	192.168.64.3	55935	8.8.8.8	443	6	8	0	0	0	0	0	0	0	0	98.26078	0	0.3333333	0	0x1001	0	2	128	128	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_8_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
B	25	0x0400100000004001	1789911413.924982000	1789911413.925031000	0.000049000	8.8.8.8	443	192.168.64.3	55935	6	4	0	0	0	0	0	0	0	0	81632.66	0	-0.3333333	0	0x1001	0	0	115	115	0	0x48	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_4_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
A	26	0x0400100000004000	1789911413.850380000	1789911563.902600000	150.052220000	192.168.64.3	55936	8.8.8.8	443	6	3372	117332	0	775	34.79597	34.8582	1215.094	7.749969	169.7738	22.47218	781.9412	-0.2650392	-0.31798	0x5201	0	2	128	128	0	0x00	0x4044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x001a	0x1000	0_4_0_2476_3368_0_0_0_0_0_0_0_0_0_0_0	40	132	0x0000003e	1460	256
B	26	0x0400100000004001	1789911413.936382000	1789911563.973299000	150.036917000	8.8.8.8	443	192.168.64.3	55936	6	5804	226740	0	648	39.06616	47.86468	2291.028	1.728853	14.45667	38.68382	1511.228	0.2650392	0.31798	0x1201	0	17146	115	115	0	0x48	0x4004	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x021a	0x0000	0_4_0_3324_5804_0_0_0_0_4_0_0_0_0_0_0	4	24	0x0000001e	1412	256
A	27	0x0400100000004000	1789911644.623142000	1789911644.696859000	0.073717000	192.168.64.3	55936	8.8.8.8	443	6	8	0	0	0	0	0	0	0	0	108.5231	0	0.3333333	0	0x1001	0	4	128	128	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_8_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
B	27	0x0400100000004001	1789911644.694773000	1789911644.696630000	0.001857000	8.8.8.8	443	192.168.64.3	55936	6	4	0	0	0	0	0	0	0	0	2154.012	0	-0.3333333	0	0x1001	0	0	115	115	0	0x48	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0111	0x0000	4_0_0_0_4_0_0_0_4_0_0_0_0_0_0_0	0	0	0x00000000	0	1
